mm_id,tag_id,mm_kind,pole,x,y
399,0,1,2,16661.879,96382.47
400,0,1,2,16662.063,96381.488
401,0,1,2,16662.248,96380.505
402,0,1,2,16662.432,96379.522
403,0,1,2,16662.616,96378.54
404,0,1,2,16662.8,96377.557
405,0,1,2,16662.985,96376.574
406,0,1,2,16663.169,96375.592
407,0,1,2,16663.353,96374.609
408,0,1,2,16663.538,96373.626
409,0,1,2,16663.722,96372.644
410,0,1,2,16663.906,96371.661
411,0,1,2,16664.091,96370.678
412,0,1,2,16664.275,96369.696
413,0,1,2,16664.459,96368.713
414,0,1,2,16664.643,96367.731
415,0,1,2,16664.828,96366.748
416,0,1,2,16665.012,96365.765
417,0,1,2,16665.196,96364.783
418,0,1,2,16665.381,96363.8
